idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	gpt_3_5_trans	gpt_4o_trans	ollama_trans
24717	[[0.90288186]]	The dimensions, particularly the height of the M category vehicles has been amended from 3.8 meter to 4.0 meter except in the case of Airport passenger bus (retained at 3.8 meter), in line with international UNECE standards.	आंतरराष्ट्रीय युएनईसीईच्या मानकांनुसार विमानतळ प्रवासी बस (3.8 मीटर कायम) वगळता परिमाण, विशेषत: एम श्रेणीच्या वाहनांची उंची 3.8 मीटर वरून 4.0 मीटर करण्यात आली आहे.	0.90288186	True	True	मुख्यत: एम वर्गाच्या वाहनांच्या उंचीची मोजणी 3.8 मीटरपासून 4.0 मीटर करण्यात आली आहे किंवा अंतर्राष्ट्रीय UNECE मानकांसह दरम्यान एअरपोर्ट पॅसेंजर बसच्या मामगी जगा (3.8 मीटर ठेवली) च्या मुळे.	M वर्गातील वाहनांचे परिमाण, विशेषतः उंची, आंतरराष्ट्रीय UNECE मानकांनुसार 3.8 मीटरवरून 4.0 मीटरपर्यंत बदलण्यात आले आहे, परंतु विमानतळ प्रवासी बसच्या बाबतीत 3.8 मीटरवर कायम ठेवण्यात आले आहे.	एम कॅटेगरीच्या वाहनांचे आकारमान, विशेषतः उंची ३.८ मीटर ते ४.० मीटर करण्यात आली आहे, एअरपोर्ट पॅसेंजर बस (३.८ मीटरवर टिकून राहिले) सोडून, आंतरराष्ट्रीय युएनईसीई मानकांनुसार.
24927	[[0.90015554]]	CA: And as you think of your life going forward, you're 19 now, do you picture continuing with this dream of working in energy?	होय. क्रि. ए. : आणि भविष्याचा विचार करता, तू आत्ता १९ वर्षांचा आहेस, तू विचार करू शकतोस का, उर्जेवर काम करण्याचं स्वप्न पुढे नेण्याचा?	0.90015554	True	True	CA: आणि जर आपण आपल्या भविष्यात जाणार आहात, तर आपल्याला मनात आहे का कि आपल्याला ऊर्जा क्षेत्रात काम करण्याचं हा स्वप्न पुर्ण करणार आहे?	CA: आणि तुम्ही पुढे तुमच्या आयुष्याचा विचार करताना, सध्या तुम्ही 19 वर्षांचे आहात, तुम्ही ऊर्जा क्षेत्रात काम करण्याच्या या स्वप्नाला पुढे चालू ठेवण्याची कल्पना करता का?	आणि आता तुमच्या आयुष्याचा विचार करता, तुम्ही १९ वर्षांचे आहात, तुम्हाला या ऊर्जा क्षेत्रात काम करण्याच्या स्वप्नाचे चित्र उभे राहते का?
24951	[[0.93387115]]	The auction features five Australians -- Pat Cummins , Josh Hazlewood, Chris Lynn, Mitchell Marsh and Glenn Maxwell .	या लिलावात पॅट कमिन्स, जोश हेजलवुड, ख्रिस लिन, मिशेल मार्श आणि ग्लेन मॅक्सवेल असे पाच ऑस्ट्रेलियन आहेत.	0.93387115	True	True	नीलामीमध्ये पाच ऑस्ट्रेलियन्स समाविष्ट आहेत - पॅट कमिन्स, जॉश हेझलवुड, क्रिस लिन, मिचेल मार्श आणि ग्लेन मॅक्सवेल.	लिलावात पाच ऑस्ट्रेलियन खेळाडू आहेत -- पॅट कमिन्स, जोश हेजलवूड, ख्रिस लिन, मिचेल मार्श आणि ग्लेन मॅक्सवेल.	ऑक्शनमध्ये पाच ऑस्ट्रेलियन्स आहेत - पॅट कमिन्स, जोश हेजलवूड, क्रिस लिन, मिचेल मार्श आणि ग्लेन मॅक्सवेल.
24956	[[0.91474855]]	PM will lay foundation stone of 624 MW Kiru Hydroelectric project in Kishtwar, Jammu Kashmir.	जम्मू-काश्मीरमध्ये इश्तवाड येथे 624 मेगावॅट किरू जलविद्युत प्रकल्पाची पायाभरणी पंतप्रधान करणार आहेत.	0.91474855	True	True	मुख्यमंत्री किरू हायड्रोइलेक्ट्रिक प्रकल्पच्या 624 MW योजनेच्या आधारशिलापूजन किश्तवार, जम्मू-काश्मीरमध्ये करेल.	पंतप्रधान किश्तवाड, जम्मू काश्मीर येथे 624 मेगावॅट किरू जलविद्युत प्रकल्पाचे भूमिपूजन करतील.	पीएम किश्तवार, जम्मू काश्मीरमध्ये ६२४ मेगावॉट किरू हायड्रोइलेक्ट्रिक प्रकल्पाचा पाया दखल करणार आहे.
25005	[[0.9030597]]	Ministry of Agriculture Farmers Welfare Locust control operations carried out in more than 3.5 lakh hectares area of Rajasthan, Madhya Pradesh, Punjab, Gujarat, Uttar Pradesh, Maharashtra, Chhattisgarh, Haryana and Bihar till 16th July 2020 Today IAF helicopter undertook anti-locust operation in Ramsar area of Barmer in Rajasthan Starting from 11th April 2020 till 16th July 2020, locust control operations have been done in 1,76,055 hectares area in states of Rajasthan, Madhya Pradesh, Punjab, Gujarat, Uttar Pradesh and Haryana by Locust Circle Offices (LCOs).	कृषी मंत्रालय राजस्थान, मध्य प्रदेश, पंजाब, गुजरात, उत्तर प्रदेश, महाराष्ट्र, छत्तीसगड, हरियाणा आणि बिहारच्या 3.5 लाख हेक्टर क्षेत्रावर 16 जुलै 2020 पर्यंत टोळधाड नियंत्रण उपाययोजना करण्यात आली राजस्थानमधील बारमेरच्या रामसर भागात आज आयएएफच्या हेलिकॉप्टरद्वारे टोळधाड प्रतिबंधक उपाययोजना करण्यात आल्या नवी दिल्ली, 17 जुलै 2020 राजस्थान, मध्य प्रदेश, पंजाब, गुजरात, उत्तर प्रदेश आणि हरियाणा या राज्यांमध्ये 11 एप्रिल 2020 पासून 16 जुलै 2020 पर्यंत, टोळ नियंत्रण कार्यालयाद्वारे (एलसीओ) 1,76,055 हेक्टर क्षेत्रावर टोळ नियंत्रण उपाययोजना करण्यात आल्या.	0.9030597	True	True	कृषी मंत्रालय किसान कल्याण टिड्डी नियंत्रण परिचालन क्षेत्रात १६ जुलै २०२० पर्यंत राजस्थान, मध्य प्रदेश, पंजाब, गुजरात, उत्तर प्रदेश, महाराष्ट्र, छत्तीसगढ़, हरियाणा आणि बिहारात ३.५ लाख हेक्टर क्षेत्रात टिड्डी नियंत्रण काम केले गेले आहेत. आज एआयएफ हेलिकॉप्टर राजस्थानातील बार्मरच्या रामसर क्षेत्रात टिड्डी नियंत्रण कार्य केले. ११ एप्रिल २०२० पासून १६ जुलै २०२० पर्यंत, राजस्थान, मध्य प्रदेश, पंजाब, गुजरात, उत्तर प्रदेश आणि हरियाणा या राज्यातील टिड्डी नियंत्रण कामांची १,७६,०५५ हेक्टर क्षेत्रात केले गेले आहेत टिड्डी सर्कल कार्यालयांद्वारे.	कृषी मंत्रालय, शेतकरी कल्याण विभागाने १६ जुलै २०२० पर्यंत राजस्थान, मध्य प्रदेश, पंजाब, गुजरात, उत्तर प्रदेश, महाराष्ट्र, छत्तीसगड, हरियाणा आणि बिहार या राज्यांमध्ये ३.५ लाख हेक्टरपेक्षा जास्त क्षेत्रात टोळ नियंत्रण ऑपरेशन्स केले. आज भारतीय हवाई दलाच्या हेलिकॉप्टरने राजस्थानमधील बाडमेर येथील रामसर परिसरात टोळ विरोधी ऑपरेशन केले. ११ एप्रिल २०२० पासून १६ जुलै २०२० पर्यंत, टोळ नियंत्रण कार्यालयांद्वारे (LCOs) राजस्थान, मध्य प्रदेश, पंजाब, गुजरात, उत्तर प्रदेश आणि हरियाणा या राज्यांमध्ये १,७६,०५५ हेक्टर क्षेत्रात टोळ नियंत्रण ऑपरेशन्स करण्यात आले आहेत.	कृषी मंत्रालय कृषक कल्याण लसुण नियंत्रण कार्यवाही राजस्थान, मध्य प्रदेश, पंजाब, गुजरात, उत्तर प्रदेश, महाराष्ट्र, छत्तीसगढ, हरियाणा आणि बिहार या राज्यांतील ३.५ लाख हेक्टर क्षेत्रफळात १६ जुलै २०२० पर्यंत केली गेली. आज राजस्थानातील बाडमेर जिल्ह्यातील रामसर क्षेत्रात भारतीय वायुसेनेचे हेलिकॉप्टरने लसुण विरोधी कार्यवाही केली. ११ एप्रिल २०२० ते १६ जुलै २०२० या कालावधीत राजस्थान, मध्य प्रदेश, पंजाब, गुजरात, उत्तर प्रदेश आणि हरियाणा या राज्यांतील लसुण विभाग कार्यालयांनी (एलसीओ) १,७६,०५५ हेक्टर क्षेत्रफळात लसुण नियंत्रण कार्यवाही केली गेली.
25119	[[0.9198344]]	Like people of other LGBT sexualities, bisexuals often face discrimination.	इतर एलजीबीटी लैंगिकतेच्या लोकांप्रमाणेच, उभयलिंगी लोकांना बर्‍याचदा भेदभावाचा सामना करावा लागतो.	0.9198344	True	True	इतर लैंगिक मनोवैशिष्ट्यांच्या लोकांशी सारख्या लोकांसारखे, द्वैलिंगी अक्षेपाच्याचा सामना करतात.	इतर LGBT लैंगिकतेच्या लोकांप्रमाणे, उभयलिंगी लोकांना देखील अनेकदा भेदभावाचा सामना करावा लागतो.	इतर एलजीबीटी लैंगिक प्रवृत्तींच्या लोकांप्रमाणे, द्विलिंगी लोकांना अनेकदा भेदभावाचा सामना करावा लागतो.
25233	[[0.9110905]]	The operation is being jointly conducted by the Army, State police and paramilitary CRPF.	सीआरपीएफ, लष्कराचे जवान, राज्य पोलिसांकडून संयुक्तपणे ही मोहीम राबवण्यात येत आहे.	0.9110905	True	True	सेना, राज्य पोलीस आणि सैन्यप्राधिकरण CRPF यांच्याकडून संयुक्तपणे कार्यवाही केली जात आहे.	सैन्य, राज्य पोलीस आणि निमलष्करी CRPF यांच्या संयुक्त विद्यमाने ही मोहीम राबवली जात आहे.	सेना, राज्य पोलीस आणि पарамिलिटरी सीआरपीएफच्या संयुक्त ऑपरेशनची कार्यवाही सुरू आहे.
25237	[[0.9107987]]	Danish Ali was appointed as the leader of BSP in Lok Sabha and Party leader Ramji Gautam was appointed as national coordinator.	बसपचे नेते दानिश अली यांची लोकसभेच्या नेतेपदी तर पक्षाचे राष्ट्रीय उपाध्यक्ष रामजी गौतम यांची नॅशनल कोऑर्डिनेटर पदावर नियुक्ती करण्यात आली.	0.9107987	True	True	देन्मार्की अलीला लोकसभेत बीएसपीच्या नेतेच्या पदाची नियुक्ती केली आणि पक्ष नेते रामजी गौतमला राष्ट्रीय समन्वयकाच्या पदाची नियुक्ती केली.	दानीश अली यांची लोकसभेत बसपचे नेते म्हणून नियुक्ती झाली आणि पक्षाचे नेते रामजी गौतम यांना राष्ट्रीय समन्वयक म्हणून नियुक्त करण्यात आले.	डॅनिश अली यांना लोकसभेत बीएसपीचे नेते म्हणून नेमले गेले आणि पक्ष नेते रामजी गौतम यांना राष्ट्रीय समन्वयक म्हणून नेमले गेले.
25271	[[0.9075345]]	Students, faculties and staffs were present at large on the occasion.	यावेळी महाविद्यालयातील विद्यार्थी, प्राध्यापक व कर्मचारी मोठय़ा संख्येने उपस्थित होते.	0.9075345	True	True	विद्यार्थ्यांचे, शिक्षकांचे आणि कर्मचाऱ्यांचे उपस्थिती भरपूर होती.	या प्रसंगी विद्यार्थी, प्राध्यापक आणि कर्मचारी मोठ्या संख्येने उपस्थित होते.	विद्यार्थी, प्राध्यापक आणि कर्मचारी या प्रसंगी मोठ्या संख्येने उपस्थित होते.
25301	[[0.90720296]]	The Prime Minister, Shri Narendra Modi will be visiting Afghanistan, State of Qatar, Switzerland, United States of America and Mexico from June 4, 2016 to June 8, 2016.	पंतप्रधान नरेंद्र मोदी 4 ते 8 जून 2016 या कालावधीत अफगाणिस्तान, कतार, स्वित्झर्लंड, अमेरिका आणि मॅक्सिको या पाच देशांचा दौरा करणार आहेत.	0.90720296	True	True	मुख्यमंत्री श्री नरेंद्र मोदी याने ४ जून २०१६ पासून ८ जून २०१६ पर्यंत अफगाणिस्तान, कतार, स्विट्झरलंड, संयुक्त राज्ये अमेरिका आणि मेक्सिको भेट देणार आहेत.	पंतप्रधान श्री नरेंद्र मोदी ४ जून २०१६ ते ८ जून २०१६ दरम्यान अफगाणिस्तान, कतार, स्वित्झर्लंड, अमेरिका आणि मेक्सिको या देशांना भेट देणार आहेत.	पंतप्रधान श्री नरेंद्र मोदी जून ४, २०१६ ते जून ८, २०१६ या कालावधीत अफगाणिस्तान, कतारचे राज्य, स्वित्झर्लंड, अमेरिकेची संयुक्त संस्थाने आणि मेक्सिको या देशांना भेट देणार आहेत.
25327	[[0.92361474]]	In fact, the biggest triumph of BJP/RSS, as indicated by Modi in his speech, has been the rightward shift of the polity as a whole.	वस्तुतः मोदींनी त्यांच्या भाषणात सांगितल्याप्रमाणे संपूर्ण राजकीय व्यवस्थाच उजवीकडे सरकणे हा भाजप/आरएसएसचा सर्वात मोठा विजय आहे.	0.92361474	True	True	वास्तविकपणे, मोदीच्या भाषणात दर्शविलेल्या प्रमाणे, बीजेपी/आरएसएसची सर्व पक्षाच्या उलट दिशेसाठी महाजय होण्याची सगळ्यात मोठी विजय आहे.	प्रत्यक्षात, मोदींनी त्यांच्या भाषणात सूचित केल्याप्रमाणे, भाजप/आरएसएसचा सर्वात मोठा विजय म्हणजे संपूर्ण राजकारणाच्या दिशेने उजव्या बाजूकडे झालेली वळण आहे.	खरेच, मोदींच्या भाषणात सूचित केल्याप्रमाणे, BJP/RSSचा सर्वात मोठा विजय हा संपूर्ण राजकारणाचा उजवीकडे झुकाव आहे.
25384	[[0.9276045]]	However, no complaint has been lodged with the police yet.	मात्र, पोलिसांनी अद्याप याबाबत तक्रार दाखल करून घेतलेली नाही.	0.9276045	True	True	तरीही, पोलीसावर कोणतेही तक्रार अद्याप न केले गेले आहे.	तथापि, अद्याप पोलिसांकडे कोणतीही तक्रार दाखल केलेली नाही.	पोलिसांकडे अद्याप कोणतीही तक्रार दाखल झालेली नाही.
25524	[[0.9150506]]	Like Nehru and Gandhi, Savarkar, too, laid down his life for freedom.	नेहरू, गांधी यांच्याप्रमाणेच सावरकर यांनी स्वातंत्र्यासाठी जीवनाचा होम केला.	0.9150506	True	True	जस्से नेहरू आणि गांधी, तसेच सावरकरही स्वतंत्रतेसाठी आपलं जीव बलिदान केलं.	नेहरू आणि गांधी यांच्याप्रमाणेच सावरकरांनीही स्वातंत्र्यासाठी आपले जीवन समर्पित केले.	नेहरू आणि गांधीसारखे सावरकरने सुद्धा स्वातंत्र्यासाठी प्राण अर्पण केले.
25525	[[0.90686834]]	The West Bengal government informed that there was major damage to agriculture, power, and telecommunication facilities in cyclone-affected areas.	चक्रीवादळ प्रभावित भागात शेती, वीज आणि दूरसंचार सुविधांचे मोठे नुकसान झाल्याची माहिती पश्‍चिम बंगालने दिली.	0.90686834	True	True	पश्चिम बंगाल सरकारने सूचित केलं की चक्रवात प्रभावित क्षेत्रात कृषि, विद्युत आणि दूरसंचार सुविधा वर मोठं क्षति झालं.	पश्चिम बंगाल सरकारने सूचित केले की चक्रीवादळग्रस्त भागात शेती, वीज आणि दूरसंचार सुविधांना मोठे नुकसान झाले आहे.	पश्चिम बंगाल सरकारने सूचित केले की चक्रीवातग्रस्त क्षेत्रांमध्ये शेती, वीज, आणि दूरसंचार सुविधांना मोठा नुकसान झाला आहे.
25606	[[0.9123685]]	Prime Minister Shri Narendra Modi will interact with representatives of such organizations tomorrow via video conferencing to discuss their experience and showcase their efforts.	पंतप्रधान नरेंद्र मोदी उद्या त्यांच्या अनुभवाविषयी चर्चा करण्यासाठी आणि त्यांचे प्रयत्न जाणून घेण्यासाठी व्हिडिओ कॉन्फरन्सिंगद्वारे अशा संघटनांच्या प्रतिनिधींशी संवाद साधतील.	0.9123685	True	True	पंतप्रधान श्री नरेंद्र मोदी उद्या व्हिडिओ कॉन्फरेंसिंगद्वारे त्या संस्थांच्या प्रतिनिधींसोबत संवाद साधणार आहेत त्यांचा अनुभव आणि प्रयत्न दर्शविण्याकरीता.	पंतप्रधान श्री नरेंद्र मोदी उद्या व्हिडिओ कॉन्फरन्सिंगद्वारे अशा संस्थांच्या प्रतिनिधींशी संवाद साधून त्यांचा अनुभव जाणून घेणार आहेत आणि त्यांच्या प्रयत्नांचे प्रदर्शन करणार आहेत.	प्रधानमंत्री श्री नरेंद्र मोदी उद्या व्हिडिओ कॉन्फरन्सिंगद्वारे अशा संस्थांच्या प्रतिनिधींशी संवाद साधून त्यांचा अनुभव व त्यांचे प्रयत्न प्रदर्शित करणार आहेत.
25723	[[0.9003333]]	KIO Exec - Opens remote files, watches modifications, asks for upload	KIO Exec - दूरस्थ फाइल उघडले, संपादन पहातो, अपलोड करीता विचारतो	0.9003333	True	True	KIO कार्यकारी - रिमोट फाइल्स उघडते, संशोधन पाहते, अपलोडसाठी विचारा करते	KIO Exec - रिमोट फाइल्स उघडतो, बदलांची देखरेख करतो, अपलोडसाठी विचारतो.	केआयओ एक्झिक्युट - दूरस्थ फाइल्स उघडतो, बदलांचे निरीक्षण करतो, अपलोडसाठी विचारतो
25902	[[0.9108961]]	At the same time, light to moderate rains are expected in Nagpur, Wardha, Amravati, Nanded, Hingoli and Washim districts, while the rest of Vidarbha, Marathwada and Khandesh will also have possibility of light rainfall.	नागपूर, वर्धा, अमरावती, नांदेड, हिंगोली आणि वाशीम जिल्ह्यांत हलका ते मध्यम स्वरूपाच्या पावसाची तर उर्वरित विदर्भ, मराठवाडा आणि खानदेशात हलक्या पावसाची शक्यता असेल.	0.9108961	True	True	एका वेळी, नागपूर, वर्धा, अमरावती, नांदेड, हिंगोली आणि वाशीम जिल्ह्यांमध्ये हलका ते मध्यम पाऊस अपेक्षित आहे, ज्यावर विदर्भ, मराठवाडा आणि खांदेश यांच्या शेष भागांमध्ये हलक्या पावसाची संभावना आहे.	त्याच वेळी, नागपूर, वर्धा, अमरावती, नांदेड, हिंगोली आणि वाशीम जिल्ह्यांमध्ये हलका ते मध्यम पाऊस होण्याची अपेक्षा आहे, तर विदर्भ, मराठवाडा आणि खानदेशच्या उर्वरित भागातही हलक्या पावसाची शक्यता आहे.	त्याच वेळी, नागपूर, वर्धा, अमरावती, नांदेड, हिंगोली आणि वाशिम जिल्ह्यात मध्यम ते हलके पाऊस अपेक्षित आहे, तर विदर्भ, मराठवाडा आणि खानदेशच्या उर्वरित भागात हलक्या पावसाची शक्यता आहे.
25912	[[0.9453124]]	PM Modi and Home Minister Amit Shah also met.	गृहमंत्री अमित शहा आणि पंतप्रधान मोदी यांनाही ते भेटले.	0.9453124	True	True	पीएम मोदी आणि गृहमंत्री अमित शाहही भेटले.	पीएम मोदी आणि गृहमंत्री अमित शहा देखील भेटले.	पीएम मोदी आणि गृहमंत्री अमित शहा यांचीही भेट झाली.
25938	[[0.90443456]]	Rajan studied engineering at Indian Institute of Technology in Delhi then obtained an MBA from the Indian Institute of Management, Ahmedabad.	राजन यांनी आयआयटी दिल्लीतून अभियांत्रिकीची पदवी घेतल्यानंतर अहमदाबादच्या इंडियन इन्स्टिटयूट ऑफ मॅनजमेंटमध्ये व्यवस्थापनाची पदवी घेतली आहे.	0.90443456	True	True	राजनने इंडियन इंस्टिट्यूट ऑफ टेक्नॉलॉजी, दिल्लीमध्ये इंजिनियरिंग अभ्यास केला आणि नंतर भारतीय व्यवस्थापन संस्थान, अहमदाबादमध्ये एमबीए केला.	राजनने दिल्लीच्या भारतीय तंत्रज्ञान संस्थेत अभियांत्रिकीचे अध्ययन केले आणि नंतर अहमदाबाद येथील भारतीय व्यवस्थापन संस्थेतून एमबीए प्राप्त केले.	राजन याने दिल्लीतील भारतीय तंत्रज्ञान संस्थेत अभियांत्रिकी शिक्षण घेतले आणि नंतर अहमदाबादच्या भारतीय व्यवस्थापन संस्थेतून एमबीए मिळवले.
26063	[[0.93720186]]	Maharashtra Governor C Vidyasagar Rao and Chief Minister Devendra Fadnavis will also be present on the occasion.	महाराष्ट्राचे राज्यपाल सी. विद्यासागर राव आणि मुख्यमंत्री देवेंद्र फडणवीस हे देखील या कार्यक्रमाला उपस्थित राहणार आहेत.	0.93720186	True	True	महाराष्ट्राचे राज्यपाल सी. विद्यासागर राव आणि मुख्यमंत्री देवेंद्र फडणवीस त्या प्रसंगात उपस्थित राहणार आहेत.	महाराष्ट्राचे राज्यपाल सी. विद्यासागर राव आणि मुख्यमंत्री देवेंद्र फडणवीस देखील या प्रसंगी उपस्थित असतील.	महाराष्ट्राचे राज्यपाल सी विद्यासागर राव आणि मुख्यमंत्री देवेंद्र फडणवीस या प्रसंगी उपस्थित राहील.
26140	[[0.9038514]]	Parents must foster a rich environment to enable their child to become a big dreamer by either introducing them to historical inspirational dreamers like Martin luther King Jr, Harriet Tubman and Amelia Earhart or by becoming role models, themselves, for their kids.	मार्टिन ल्युथर किंग ज्युनिअर, हॅरिएट टय़ुबमन आणि अ‍ॅमेलिया एरहार्ट यांच्यासारख्या मोठी स्वप्नं पाहणा-या ऐतिहासिक प्रेरणादायी व्यक्तिमत्त्वांप्रमाणे किंवा स्वत: आपल्या मुलांसाठी आदर्श व्यक्ती बनून आपल्या मुलांनीही मोठी स्वप्नं पाहावीत याकरिता पालकांनी त्यांना सक्षम करण्यासाठी समृद्ध वातावरण निर्माण केले पाहिजे.	0.9038514	True	True	आई-वडिलांनी आपल्या मुलाला मोठ्या ख्याली व्हायला सक्षम करण्यासाठी एक शिष्ट वातावरण स्थापित करणे आवश्यक आहे, ज्यामुळे त्यांना ऐतिहासिक प्रेरणादायी ख्याली वाटुकेंद्रीत घेतला जाऊ शकतो, जसे की मार्टिन लूथर किंग जूनियर, हॅरिएट टब्मन आणि अमेलिया एरहार्ट, किव्हा त्यांना आपल्या मुलांसाठी रोल मॉडेल्स बनायला जाऊ शकतो.	पालकांनी आपल्या मुलाला मोठे स्वप्न पाहणारा बनवण्यासाठी समृद्ध वातावरण निर्माण करणे आवश्यक आहे. त्यासाठी त्यांनी मार्टिन लूथर किंग ज्युनियर, हॅरिएट टबमन आणि एमिलिया इअरहार्ट यांसारख्या ऐतिहासिक प्रेरणादायी स्वप्नवेड्यांची ओळख करून द्यावी किंवा स्वत:च आपल्या मुलांसाठी आदर्श बनावे.	पालकांनी त्यांच्या मुलाला मोठा स्वप्नपूर्ती करण्यासाठी समृद्ध वातावरण निर्माण करावे लागते, हे त्यांना इतिहासातील प्रेरणादायी स्वप्नपूर्तींची ओळख करून देण्यातून किंवा स्वतःच मुलांसाठी आदर्श बनून.
26162	[[0.94104445]]	What would you do if another war occurred?	जर आणखीन एक युद्ध घडलं तर तुम्ही काय करशील?	0.94104445	False	True	दुसरं युद्ध होतं तर तुम्ही काय करणार?	जर आणखी एक युद्ध झाले तर तुम्ही काय कराल?	अन्य युद्ध घडले तर तुम्ही काय कराल?
26347	[[0.90561855]]	The Moskva (Russian: , -, Moskva-reka) is a river running through western Russia.	मोस्कवा (रशियन: река Москва) ही पश्चिम रशियामधील एक लहान नदी आहे.	0.90561855	True	True	मॉस्कवा (रशियन: , -, मॉस्कवा-रेका) पश्चिम रशियात पसरणारी एक नदी आहे.	मोस्कवा (रशियन: Москва-река) हा पश्चिम रशियातून वाहणारा एक नदी आहे.	मॉस्कवा (रशियन: मॉस्कवा-रेका) ही पश्चिम रशियामधून वाहणारी नदी आहे.
26348	[[0.9106972]]	It includes Hindi, Tamil, Marathi, Bengali, Kannada, Telugu, Malayalam, and Gujarati.	ज्यामध्ये हिंदी, तमिळ, तेलुगू, मल्याळम, कन्नड, मराठी, पंजाबी या भाषेचा समावेश आहे.	0.9106972	True	True	हे हिंदी, तामिळ, मराठी, बंगाली, कन्नड, तेलुगू, मलयालम आणि गुजराती समाविष्ट करते.	यामध्ये हिंदी, तमिळ, मराठी, बंगाली, कन्नड, तेलुगू, मल्याळम, आणि गुजराती यांचा समावेश आहे.	ते हिंदी, तमिळ, मराठी, बंगाली, कन्नड, तेलुगू, मलयालम, आणि गुजराती यांचा समावेश आहे.
26352	[[0.92793953]]	Uttar Pradesh Director General of Police OP Singh claims that none of the deaths have occurred due to police firing.	उत्तर प्रदेशाचे पोलीस महानिर्देशक ओपी सिंह यांनी असे म्हटले आहे की, मृतांना गोळी लागून मृत्यू झालेला नाही.	0.92793953	True	True	उत्तर प्रदेश मुख्य पोलीस निदेशक ओपी सिंघ अधिकार करतात की कुठल्याही मृत्यूंमध्ये पोलीसांची गोळी मारुन झालेल्या नाहीत.	उत्तर प्रदेश पोलीस महासंचालक ओ.पी. सिंह यांचा दावा आहे की कोणत्याही मृत्यूचे कारण पोलीस गोळीबार नाही.	उत्तर प्रदेशचे पोलीस महासंचालक ओपी सिंह यांचा दावा आहे की पोलीस गोळीबारामुळे एकही मृत्यू झालेला नाही.
26383	[[0.9069898]]	A drug angle has emerged in the ongoing investigation into Bollywood actor Sushant Singh Rajput's death case.	बॉलीवूड अभिनेता सुशांतसिंह राजपूत यांच्या मृत्यू प्रकरणातील चौकशीत बॉलीवूडमधील ड्रग्ज अँगल समोर आल्यानंतर खळबळ उडाली.	0.9069898	True	True	बॉलीवुड अभिनेते सुशांत सिंह राजपूतच्या मृत्यूची चौकशीत एक औषधींची भांडी उभी आहे.	बॉलीवूड अभिनेता सुशांत सिंह राजपूत यांच्या मृत्यू प्रकरणाच्या चालू तपासात एका ड्रग कोनाची उकल झाली आहे.	सुशांत सिंग राजपूतच्या मृत्यू प्रकरणात चालू चौकशीत एक ड्रग कोन आढळला आहे.
26391	[[0.92138946]]	Actor Sushant Singh Rajput's death shook everyone in the film industry.	अभिनेता सुशांत सिंह राजपूतच्या आत्महत्येने संपूर्ण चित्रपटसृष्टी स्तब्ध झाली आहे.	0.92138946	True	True	अभिनेते सुशांत सिंह राजपूतची मृत्यु फिल्म उद्योगातील सर्वांना थररली.	अभिनेता सुशांत सिंग राजपूतच्या मृत्यूने चित्रपटसृष्टीतील सर्वांनाच धक्का दिला.	अभिनेता सुशांत सिंह राजपूतचा मृत्यू सगळ्या चित्रपट सृष्टीतील लोकांना हादरवून टाकला.
26416	[[0.9123357]]	It is being feared that the death toll might increase.	यातील मृत्यूचा आकडा वाढण्याची भीती व्यक्त करण्यात येत आहे.	0.9123357	True	True	मृत्यूची गणना वाढू शकते असे भयानक आहे.	असे भीती व्यक्त केली जात आहे की मृत्यू संख्या वाढू शकते.	मृत्यूचे आकडे वाढू शकतात याची भीती वाटत आहे.
26472	[[0.9392245]]	Prime Minister, Shri Narendra Modi has congratulated ISRO, on being conferred the Gandhi Peace Prize for 2014.	वर्ष 2014 साठी गांधी शांतता पुरस्काराचे मानकरी ठरल्याबद्दल पंतप्रधान नरेंद्र मोदी यांनी इस्रोचे अभिनंदन केले आहे.	0.9392245	True	True	मुख्यमंत्री, श्री नरेंद्र मोदी यांनी २०१४ साली गांधी शांति पुरस्कारासाठी आयएसआरओला अभिनंदन केलं.	पंतप्रधान श्री नरेंद्र मोदी यांनी इस्रोला २०१४ सालचा गांधी शांतता पुरस्कार मिळाल्याबद्दल अभिनंदन केले आहे.	पंतप्रधान, श्री नरेंद्र मोदी यांनी इस्रो ला २०१४ सालचा गांधी शांती पुरस्कार मिळाल्याबद्दल अभिनंदन केले आहे.
26513	[[0.91985613]]	The award was presented by President Ram Nath Kovind.	राष्ट्रपती रामनाथ कोविंद यांच्या हस्ते या पुरस्काराचे वितरण करण्यात आले.	0.91985613	True	True	पारितोषिक राष्ट्रपती रामनाथ कोविंदांनी प्रदर्शित केला.	हा पुरस्कार राष्ट्रपती रामनाथ कोविंद यांच्या हस्ते प्रदान करण्यात आला.	पुरस्कार राष्ट्रपती राम नाथ कोविंद यांच्या हस्ते देण्यात आला.
26539	[[0.9148308]]	All this has been captured in the CCTV camera.	हा सर्व प्रकार तिथल्या cctv कॅमेरामध्ये कैद झाला आहे.	0.9148308	True	True	सर्व हे सीसीटीव्ही कॅमेरात उचललं गेलं आहे.	हे सर्व सीसीटीव्ही कॅमेऱ्यात कैद झाले आहे.	हे सगळे सीसीटीव्ही कॅमेरामध्ये टिपले आहे.
